UUID,No. of colours,PIE Time,,IMember Time,,Elimination Time,,VCPackCol Time,,Maarouf Time,,Packing Colorable(Y/N)
4f5c781a-7603-4b0e-957f-a966d539afc7,2,1.09712409973145,,0.062917232513428,,0.06203818321228,,0.028719425201416,,0.015585899353027,,N
662d86a8-bf50-4e2e-8c54-ee9f09129be5,2,1.22737050056458,,0.041174173355103,,0.063163757324219,,0.018701314926148,,0.015577793121338,,N
9c13fa9f-9fa5-46a2-9c57-6736782f7fed,2,1.17059898376465,,0.064339637756348,,0.085515975952149,,0.02003288269043,,0.014883041381836,,N
75a02fa3-6465-400c-a6d8-6f5d2181db54,2,1.10247659683228,,0.084518671035767,,0.066418409347534,,0.029670715332031,,0.016044855117798,,N
2f3f12ca-4ecb-4cb3-be4c-1cc745482a3f,2,1.11126255989075,,0.03629207611084,,0.057995080947876,,0.019102334976196,,0.015647888183594,,N
12a1823a-8445-4f36-817e-f50453f8bb8c,2,1.13547229766846,,0.035905122756958,,0.062602519989014,,0.018429279327393,,0.014712572097778,,N
bc9a972f-4901-4708-80fd-0d614a794dce,2,1.10020637512207,,0.069234609603882,,0.071022987365723,,0.018335580825806,,0.016250133514404,,N
c461dada-bee2-4fa8-881d-f6b8b3e7788a,2,1.1662905216217,,0.04973578453064,,0.069612741470337,,0.019071817398071,,0.015901565551758,,N
2052dd63-c815-440a-81af-b18ab830e717,2,1.20276165008545,,0.044604539871216,,0.053344011306763,,0.027751445770264,,0.013808965682983,,N
9e55ebbd-1d73-4c8a-a97b-808bbb3cd71e,2,1.1022834777832,1.14158470630646,0.069046020507813,0.0557767868042,0.083562850952149,0.067527651786804,0.019353628158569,0.021916842460632,0.026313304901123,0.016472601890564,N
e108b836-5d6d-41f4-93ae-1ade632d2ac4,2,3.45523810386658,,0.098217964172363,,0.118441104888916,,0.026931524276733,,0.038556814193726,,N
29980f31-fee3-47c9-8304-b8a1386e95aa,2,3.69185256958008,,0.09723711013794,,0.109299182891846,,0.025569677352905,,0.034373283386231,,N
72d95cb4-5a34-44cf-a0fc-ad23950bd53f,2,3.94085097312927,,0.086285352706909,,0.07931661605835,,0.025423288345337,,0.021261215209961,,N
b4faea78-cee6-487d-867a-44a76a97049d,2,3.47900247573853,,0.086014747619629,,0.084205865859985,,0.025160074234009,,0.021344423294067,,N
adb1db5f-10f0-4fce-992b-9b03674d1e4b,2,3.43887162208557,,0.102155447006226,,0.082332849502564,,0.036484718322754,,0.019984245300293,,N
3a48db5c-6899-4758-a734-a96f724ffd16,2,3.56735873222351,,0.063497066497803,,0.081978559494019,,0.027354955673218,,0.023922920227051,,N
3b0e357d-5e20-4fed-968b-454bec964627,2,3.39769291877747,,0.105358600616455,,0.089585304260254,,0.02739143371582,,0.037115812301636,,N
79ad4c60-1b48-42a1-98b2-0b99ccd941ea,2,3.58670997619629,,0.085653066635132,,0.08502197265625,,0.026749610900879,,0.044919013977051,,N
15ef8d32-9df3-426e-8ecb-a57f09802177,2,3.57249402999878,,0.057507991790772,,0.072040557861328,,0.036562204360962,,0.020615100860596,,N
69091375-571b-4860-88f3-b9b44337b5d7,2,3.56347703933716,3.56935484409332,0.059841156005859,0.084176850318909,0.079205751419067,0.088142776489258,0.025352001190186,0.02829794883728,0.021215677261353,0.028330850601197,N
b5b65c3d-b84d-46f7-8eda-7d71e0a23b7d,2,11.6509642601013,,0.11971116065979,,0.101752758026123,,0.034001588821411,,0.039904594421387,,N
5a7cbc4c-b11a-47a5-bf3c-5b15f5585f14,2,13.9081592559814,,0.135594844818115,,0.111857175827026,,0.051155805587769,,0.027182102203369,,N
78a8e87f-4d12-4a74-b231-956f33d68dd4,2,11.6088581085205,,0.150502443313599,,0.109174251556396,,0.034420490264893,,0.040503263473511,,N
f20cb51d-c49e-4120-9448-36f70cf955df,2,11.6440093517303,,0.132567882537842,,0.105711221694946,,0.032482624053955,,0.038212060928345,,N
8a108419-11dd-4245-ae0c-a54bb99529ae,2,11.6344728469849,,0.127477169036865,,0.103911399841309,,0.032989025115967,,0.040084600448608,,N
9f170450-2210-4586-aaf5-871ea1f110d6,2,12.7681798934937,,0.134301900863647,,0.101407766342163,,0.031067371368408,,0.023637533187866,,N
0b9edb6f-643c-4484-85bc-8686ea3a833c,2,12.5625441074371,,0.136443138122559,,0.110186100006104,,0.031381368637085,,0.036852598190308,,N
9fa8ce2e-64f2-4629-b661-afe79850a7b1,2,13.6939957141876,,0.142347574234009,,0.150858879089356,,0.053218126296997,,0.028372764587402,,N
c3b328d3-5186-46e6-8457-73427ef30471,2,11.3399212360382,,0.104714870452881,,0.103671789169312,,0.034651041030884,,0.0416100025177,,N
f5a90648-46f4-4cc1-8154-2e8b37bbd18f,2,11.442836523056,12.2253941297531,0.132189035415649,0.131585001945496,0.128551721572876,0.112708306312561,0.036037921905518,0.037140536308289,0.043472528457642,0.035983204841614,N
267ddd82-c501-4c5f-85f1-8d4791bda419,2,34.0951159000397,,0.158631086349487,,0.143339157104492,,0.042362213134766,,0.067776918411255,,N
163d19f2-ba30-4a24-9988-e949ad6b36d8,2,35.4074950218201,,0.206745624542236,,0.1364426612854,,0.04604959487915,,0.049251794815064,,N
d890a3be-de63-445a-bcc3-754dc1959fea,2,34.1055569648743,,0.220835208892822,,0.14805006980896,,0.046042442321777,,0.056159257888794,,N
4e6b45a1-158a-4651-84d2-113ea81a3eab,2,36.7058038711548,,0.222109079360962,,0.149926424026489,,0.056851387023926,,0.03825855255127,,N
ed8ffdbd-5e04-4f2b-a501-7edc475a4186,2,36.2419323921204,,0.24402379989624,,0.147081613540649,,0.046477794647217,,0.069337606430054,,N
bf1a66a5-ad51-4d29-b762-e1e74738003f,2,37.7365825176239,,0.1603684425354,,0.131902933120728,,0.05954384803772,,0.038925170898438,,N
216e75e3-2ff5-4824-8fcb-5423d37c73a5,2,36.9414322376251,,0.161311864852905,,0.156665325164795,,0.065877437591553,,0.03690505027771,,N
6a43ea37-1834-4f8b-ab68-341fa2858617,2,37.249826669693,,0.201123952865601,,0.127275228500366,,0.064971685409546,,0.034786224365234,,N
32b19341-4a2a-44f4-86ca-a094e48507c9,2,39.9841063022613,,0.180950164794922,,0.144347906112671,,0.040935516357422,,0.045640230178833,,N
9bec606c-6906-4d2b-86af-9097cba0de65,2,38.1397438049316,36.6607595682144,0.187401294708252,0.194350051879883,0.11314868927002,0.139818000793457,0.039209127426148,0.050832104682923,0.043831586837769,0.048087239265442,N
--,--,--,,--,,--,,--,,--,,--
--,--,--,,--,,--,,--,,--,,--
4f5c781a-7603-4b0e-957f-a966d539afc7,3,1.34573793411255,,0.434570074081421,,0.697569370269775,,0.040374994277954,,0.092109203338623,,Y
662d86a8-bf50-4e2e-8c54-ee9f09129be5,3,1.79209566116333,,0.333575248718262,,0.499137401580811,,0.033157110214233,,0.05542778968811,,Y
9c13fa9f-9fa5-46a2-9c57-6736782f7fed,3,1.36750340461731,,0.365991830825806,,0.514014959335327,,0.051567077636719,,0.054597139358521,,Y
75a02fa3-6465-400c-a6d8-6f5d2181db54,3,1.29572415351868,,0.376868724822998,,0.644133806228638,,0.03328537940979,,0.068859100341797,,Y
2f3f12ca-4ecb-4cb3-be4c-1cc745482a3f,3,1.28641557693481,,0.385202646255493,,0.620696783065796,,0.0333092212677,,0.069114208221436,,Y
12a1823a-8445-4f36-817e-f50453f8bb8c,3,1.33052706718445,,0.333823442459106,,0.650161743164063,,0.033436059951782,,0.052120923995972,,Y
bc9a972f-4901-4708-80fd-0d614a794dce,3,1.30828952789307,,0.361171245574951,,0.64213228225708,,0.03162145614624,,0.051693201065064,,Y
c461dada-bee2-4fa8-881d-f6b8b3e7788a,3,1.37722420692444,,0.368058204650879,,0.585989713668823,,0.033721923828125,,0.055097103118897,,Y
2052dd63-c815-440a-81af-b18ab830e717,3,1.34166884422302,,0.381259441375732,,0.52491307258606,,0.034186124801636,,0.069845199584961,,Y
9e55ebbd-1d73-4c8a-a97b-808bbb3cd71e,3,1.33886981010437,1.3784056186676,0.3551025390625,,0.57673454284668,,0.040703773498535,,0.074643850326538,,Y
e108b836-5d6d-41f4-93ae-1ade632d2ac4,3,4.01566076278687,,0.95469069480896,,1.44060158729553,,0.046327590942383,,0.076537370681763,,Y
29980f31-fee3-47c9-8304-b8a1386e95aa,3,4.16566395759583,,0.861673593521118,,1.07707834243774,,0.070922136306763,,0.078771114349365,,Y
72d95cb4-5a34-44cf-a0fc-ad23950bd53f,3,4.26592302322388,,0.88264012336731,,1.22639155387878,,0.044404983520508,,0.077815771102905,,Y
b4faea78-cee6-487d-867a-44a76a97049d,3,4.06805753707886,,0.844740152359009,,1.14479827880859,,0.04559850692749,,0.071650266647339,,Y
adb1db5f-10f0-4fce-992b-9b03674d1e4b,3,4.07240700721741,,0.884729385375977,,1.06722807884216,,0.042239189147949,,0.101624011993408,,Y
,,,,,,,,,,,,
4f5c781a-7603-4b0e-957f-a966d539afc7,3,1.35099697113037,,0.232555150985718,,0.45379900932312,,0.062445878982544,,0.057784080505371,,Y
662d86a8-bf50-4e2e-8c54-ee9f09129be5,3,1.36626315116882,,0.21484375,,0.415460586547852,,0.032435655593872,,0.082796096801758,,Y
9c13fa9f-9fa5-46a2-9c57-6736782f7fed,3,1.37033247947693,,0.228468179702759,,0.453540802001953,,0.032776355743408,,0.082973480224609,,Y
75a02fa3-6465-400c-a6d8-6f5d2181db54,3,1.3018479347229,,0.186322927474976,,0.544953107833862,,0.032616376876831,,0.055580854415894,,Y
2f3f12ca-4ecb-4cb3-be4c-1cc745482a3f,3,1.33771634101868,,0.255297422409058,,0.544294834136963,,0.033310413360596,,0.051325798034668,,Y
12a1823a-8445-4f36-817e-f50453f8bb8c,3,1.36635494232178,,0.201976537704468,,0.527925729751587,,0.031894683837891,,0.053116083145142,,Y
bc9a972f-4901-4708-80fd-0d614a794dce,3,1.32523679733276,,0.253269910812378,,0.591850757598877,,0.03132438659668,,0.048897981643677,,Y
c461dada-bee2-4fa8-881d-f6b8b3e7788a,3,1.36085820198059,,0.251931667327881,,0.502346992492676,,0.033318519592285,,0.054754257202149,,Y
2052dd63-c815-440a-81af-b18ab830e717,3,1.33170199394226,,0.220394134521484,,0.461245059967041,,0.033312320709229,,0.057621240615845,,Y
9e55ebbd-1d73-4c8a-a97b-808bbb3cd71e,3,1.31757974624634,1.34288885593414,0.237334966659546,0.228239464759827,0.510372161865234,0.500578904151917,0.03318190574646,0.03566164970398,0.056243896484375,0.060109376907349,Y
e108b836-5d6d-41f4-93ae-1ade632d2ac4,3,4.02377533912659,,0.636325120925903,,1.25777387619019,,0.073666572570801,,0.077351093292236,,Y
29980f31-fee3-47c9-8304-b8a1386e95aa,3,4.39073181152344,,0.627357959747314,,1.04382157325745,,0.044072151184082,,0.078435659408569,,Y
72d95cb4-5a34-44cf-a0fc-ad23950bd53f,3,4.2424430847168,,0.603997945785522,,1.10040330886841,,0.044469118118286,,0.078867912292481,,Y
b4faea78-cee6-487d-867a-44a76a97049d,3,4.92811369895935,,0.685890436172485,,1.06541156768799,,0.0433189868927,,0.072471857070923,,Y
adb1db5f-10f0-4fce-992b-9b03674d1e4b,3,4.11775970458984,,0.628727912902832,,0.981505870819092,,0.074591636657715,,0.077102184295654,,Y
3a48db5c-6899-4758-a734-a96f724ffd16,3,4.04634141921997,,0.602229833602905,,1.11348676681519,,0.047084331512451,,0.101625919342041,,Y
3b0e357d-5e20-4fed-968b-454bec964627,3,4.10602521896362,,0.671967744827271,,1.36038517951965,,0.046868801116943,,0.09122633934021,,Y
79ad4c60-1b48-42a1-98b2-0b99ccd941ea,3,4.15999364852905,,0.638529539108276,,1.07333874702454,,0.046408891677857,,0.067085266113281,,N
15ef8d32-9df3-426e-8ecb-a57f09802177,3,4.10591626167297,,0.691373348236084,,1.13071227073669,,0.043147563934326,,0.081815958023071,,Y
69091375-571b-4860-88f3-b9b44337b5d7,3,4.33941054344177,4.24605107307434,0.621267557144165,0.640766739845276,1.00818371772766,1.11350228786469,0.045321941375733,0.050894999504089,0.075684309005737,0.08016664981842,Y
b5b65c3d-b84d-46f7-8eda-7d71e0a23b7d,3,13.1595475673676,,2.23568081855774,,2.02564024925232,,0.060780286788941,,0.080470085144043,,N
5a7cbc4c-b11a-47a5-bf3c-5b15f5585f14,3,15.7635319232941,,2.20754909515381,,2.6726508140564,,0.060105085372925,,0.103001117706299,,Y
78a8e87f-4d12-4a74-b231-956f33d68dd4,3,12.6736736297607,,2.22281885147095,,2.6840488910675,,0.064324855804443,,0.129073619842529,,Y
f20cb51d-c49e-4120-9448-36f70cf955df,3,13.2352776527405,,2.0572190284729,,2.2796356678009,,0.0582754611969,,0.075071334838867,,N
8a108419-11dd-4245-ae0c-a54bb99529ae,3,13.7113144397736,,2.08010649681091,,2.39918780326843,,0.066484212875366,,0.119354248046875,,Y
9f170450-2210-4586-aaf5-871ea1f110d6,3,13.6876156330109,,2.06690669059753,,2.20306968688965,,0.060259342193604,,0.132591009140015,,Y
0b9edb6f-643c-4484-85bc-8686ea3a833c,3,13.4179337024689,,2.00898742675781,,2.53779006004333,,0.060210466384888,,0.082967758178711,,N
9fa8ce2e-64f2-4629-b661-afe79850a7b1,3,15.5633597373962,,2.16219019889832,,2.52780032157898,,0.062098979949951,,0.111562490463257,,Y
c3b328d3-5186-46e6-8457-73427ef30471,3,12.8976101875305,,2.11648774147034,,2.52510976791382,,0.060921430587769,,0.10759973526001,,Y
f5a90648-46f4-4cc1-8154-2e8b37bbd18f,3,12.7451214790344,13.6854985952377,2.09498047828674,2.1252926826477,2.30986738204956,2.41648006439209,0.06339430809021,0.0616854429245,0.107704639434814,0.104939603805542,Y
267ddd82-c501-4c5f-85f1-8d4791bda419,3,40.9012267589569,,7.48811292648315,,4.69114255905151,,0.088264226913452,,0.122315645217896,,Y
163d19f2-ba30-4a24-9988-e949ad6b36d8,3,41.0773561000824,,6.27278518676758,,4.52057600021362,,0.093795537948608,,0.106223821640015,,N
d890a3be-de63-445a-bcc3-754dc1959fea,3,39.9994440078735,,6.34472155570984,,6.712397813797,,0.101743221282959,,0.124107837677002,,Y
4e6b45a1-158a-4651-84d2-113ea81a3eab,3,39.9973771572113,,7.02303671836853,,5.88042974472046,,0.09457278251648,,0.103687047958374,,N
ed8ffdbd-5e04-4f2b-a501-7edc475a4186,3,41.7667138576508,,6.4172534942627,,5.39023280143738,,0.092162847518921,,0.139068603515625,,Y
bf1a66a5-ad51-4d29-b762-e1e74738003f,3,41.2981886863709,,6.29274868965149,,4.48577213287354,,0.088326930999756,,0.164061784744263,,Y
216e75e3-2ff5-4824-8fcb-5423d37c73a5,3,41.3295724391937,,6.46879744529724,,5.03193521499634,,0.090782403945923,,0.12129807472229,,Y
6a43ea37-1834-4f8b-ab68-341fa2858617,3,41.5940473079681,,6.42337274551392,,4.50554084777832,,0.082605123519898,,0.099985122680664,,N
32b19341-4a2a-44f4-86ca-a094e48507c9,3,43.5134701728821,,6.35818696022034,,4.44216132164001,,0.078418493270874,,0.123366832733154,,N
9bec606c-6906-4d2b-86af-9097cba0de65,3,43.0175344944,41.449493098259,6.35066103935242,6.54396767616272,4.08972883224487,4.97499172687531,0.076492547988892,0.088716411590576,0.106079339981079,0.121019411087036,N
--,--,--,,--,,--,,--,,--,,--
--,--,--,,--,,--,,--,,--,,--
4f5c781a-7603-4b0e-957f-a966d539afc7,4,1.46433877944946,,1.9292356967926,,26.3844599723816,,0.055038452148438,,3.00298404693604,,Y
662d86a8-bf50-4e2e-8c54-ee9f09129be5,4,1.47699570655823,,1.93720746040344,,23.9283883571625,,0.055034160614014,,3.91232085227966,,Y
9c13fa9f-9fa5-46a2-9c57-6736782f7fed,4,1.46194505691528,,2.01878952980041,,25.6536691188812,,0.051153659820557,,2.98969173431396,,Y
75a02fa3-6465-400c-a6d8-6f5d2181db54,4,1.50463676452637,,1.98297739028931,,43.0922904014587,,0.052589416503906,,4.18671131134033,,Y
2f3f12ca-4ecb-4cb3-be4c-1cc745482a3f,4,1.46279072761536,,2.01407098770142,,36.4803059101105,,0.055154323577881,,4.10742545127869,,Y
12a1823a-8445-4f36-817e-f50453f8bb8c,4,1.45215463638306,,2.00935888290405,,31.2521274089813,,0.054818153381348,,2.36878967285156,,Y
bc9a972f-4901-4708-80fd-0d614a794dce,4,1.42349314689636,,1.92368149757385,,32.6497547626495,,0.053321361541748,,4.51858258247376,,Y
c461dada-bee2-4fa8-881d-f6b8b3e7788a,4,1.47993397712708,,1.94627237319946,,31.9666910171509,,0.056227207183838,,2.84110164642334,,Y
2052dd63-c815-440a-81af-b18ab830e717,4,1.44168329238892,,1.99994850158691,,27.6273863315582,,0.106971025466919,,1.76809239387512,,Y
9e55ebbd-1d73-4c8a-a97b-808bbb3cd71e,4,1.4686644077301,1.46366364955902,1.98806738853455,1.9749609708786,29.6895718574524,30.8724645137787,0.055135250091553,0.05954430103302,5.33665585517883,3.50323555469513,Y
e108b836-5d6d-41f4-93ae-1ade632d2ac4,4,4.42172718048096,,10.7067427635193,,182.743990421295,,0.093062162399292,,14.1163852214813,,Y
29980f31-fee3-47c9-8304-b8a1386e95aa,4,4.45158219337463,,9.69688630104065,,106.188209295273,,0.082849979400635,,4.90168190002441,,Y
72d95cb4-5a34-44cf-a0fc-ad23950bd53f,4,4.58965635299683,,9.7163712978363,,131.367008209229,,0.076772689819336,,4.27531909942627,,Y
b4faea78-cee6-487d-867a-44a76a97049d,4,4.48129820823669,,9.69439649581909,,173.575736999512,,0.157708406448364,,13.2578818798065,,Y
adb1db5f-10f0-4fce-992b-9b03674d1e4b,4,4.45144486427307,,9.73518133163452,,141.910500764847,,0.091087341308594,,11.5420622825623,,Y
3a48db5c-6899-4758-a734-a96f724ffd16,4,4.47140574455261,,9.61264753341675,,167.04955291748,,0.09061861038208,,10.4860546588898,,Y
3b0e357d-5e20-4fed-968b-454bec964627,4,4.45023846626282,,9.77683520317078,,187.794762372971,,0.105511426925659,,32.8597486019135,,Y
79ad4c60-1b48-42a1-98b2-0b99ccd941ea,4,4.41627907752991,,9.67512202262878,,127.484700679779,,0.090881109237671,,8.17415499687195,,Y
15ef8d32-9df3-426e-8ecb-a57f09802177,4,4.47527933120728,,9.69922661781311,,177.977769613266,,0.090094089508057,,5.56157183647156,,Y
69091375-571b-4860-88f3-b9b44337b5d7,4,4.47653007507324,4.4685441493988,9.70292019844055,9.80163297653198,110.727491140366,150.681972241402,0.100753307342529,0.097933912277222,6.3514575958252,11.1526318073273,Y
b5b65c3d-b84d-46f7-8eda-7d71e0a23b7d,4,13.8908922672272,,45.3295285701752,,364.394904136658,,0.135994434356689,,12.4541110992432,,Y
5a7cbc4c-b11a-47a5-bf3c-5b15f5585f14,4,15.3302915096283,,41.6896691322327,,646.193790435791,,0.136440992355347,,4.4558117389679,,Y
78a8e87f-4d12-4a74-b231-956f33d68dd4,4,13.6779294013977,,41.9140641689301,,740.247883558273,,0.187271595001221,,8.67943906784058,,Y
f20cb51d-c49e-4120-9448-36f70cf955df,4,13.8077478408813,,42.0305354595184,,452.150537490845,,0.137736320495606,,8.51571702957153,,Y
8a108419-11dd-4245-ae0c-a54bb99529ae,4,13.5939214229584,,41.5397570133209,,622.139353036881,,0.218846321105957,,7.0491635799408,,Y
9f170450-2210-4586-aaf5-871ea1f110d6,4,14.0852422714233,,41.4399209022522,,325.299859523773,,0.117355823516846,,7.25692844390869,,Y
0b9edb6f-643c-4484-85bc-8686ea3a833c,4,13.9233646392822,,42.0851645469666,,455.958232879639,,0.149794816970825,,6.02401614189148,,Y
9fa8ce2e-64f2-4629-b661-afe79850a7b1,4,15.5320274829865,,41.9127547740936,,581.242581129074,,0.138330221176147,,7.24672031402588,,Y
c3b328d3-5186-46e6-8457-73427ef30471,4,14.0194764137268,,41.3565180301666,,592.81286406517,,0.159471273422241,,11.918404340744,,Y
f5a90648-46f4-4cc1-8154-2e8b37bbd18f,4,13.7377572059631,14.1598650455475,41.9998867511749,42.1297799348831,612.677806138992,539.31178123951,0.155233144760132,0.153647494316101,8.43424963951111,8.20345613956452,Y
267ddd82-c501-4c5f-85f1-8d4791bda419,4,42.913569688797,,195.970579385757,,2144.26051449776,,0.362954139709473,,23.7523837089539,,Y
163d19f2-ba30-4a24-9988-e949ad6b36d8,4,42.8582646846771,,185.421630620956,,1927.13396215439,,0.481320858001709,,37.2794787883759,,Y
d890a3be-de63-445a-bcc3-754dc1959fea,4,42.7478437423706,,189.201055288315,,3692.32336330414,,0.557006597518921,,110.76925110817,,Y
4e6b45a1-158a-4651-84d2-113ea81a3eab,4,42.3295013904572,,184.935597658157,,2897.52001595497,,0.485243320465088,,17.5760016441345,,Y
ed8ffdbd-5e04-4f2b-a501-7edc475a4186,4,42.3379535675049,,182.979304790497,,2006.79487729073,,0.337030172348022,,20.3498919010162,,Y
bf1a66a5-ad51-4d29-b762-e1e74738003f,4,43.2596533298492,,179.417613267899,,2222.10250639915,,0.394063711166382,,17.5833075046539,,Y
216e75e3-2ff5-4824-8fcb-5423d37c73a5,4,42.9121179580689,,178.287774562836,,2761.00317692757,,0.530586719512939,,13.2996168136597,,Y
6a43ea37-1834-4f8b-ab68-341fa2858617,4,42.6288242340088,,177.794913291931,,2048.49681758881,,0.382543563842773,,15.4935147762299,,Y
32b19341-4a2a-44f4-86ca-a094e48507c9,4,43.8604648113251,,178.019783496857,,1267.33965539932,,0.216646194458008,,14.6612746715546,,Y
9bec606c-6906-4d2b-86af-9097cba0de65,4,43.1231892108917,42.8971382617951,177.81339597702,182.984164834022,1363.93479275703,2233.09096822739,0.336090803146362,0.408348608016968,12.8414776325226,28.3606198549271,Y
--,--,--,,--,,--,,--,,--,,--
--,--,--,,--,,--,,--,,--,,--
