UUID,No. of Colors,PIE Time,VCPackCol Time,Maarouf Time,Packing Colorable[Y/N]
4f5c781a-7603-4b0e-957f-a966d539afc7,2,1.09712409973145,0.028719425201416,0.015585899353027,N
662d86a8-bf50-4e2e-8c54-ee9f09129be5,2,1.22737050056458,0.018701314926148,0.015577793121338,N
9c13fa9f-9fa5-46a2-9c57-6736782f7fed,2,1.17059898376465,0.02003288269043,0.014883041381836,N
75a02fa3-6465-400c-a6d8-6f5d2181db54,2,1.10247659683228,0.029670715332031,0.016044855117798,N
2f3f12ca-4ecb-4cb3-be4c-1cc745482a3f,2,1.11126255989075,0.019102334976196,0.015647888183594,N
12a1823a-8445-4f36-817e-f50453f8bb8c,2,1.13547229766846,0.018429279327393,0.014712572097778,N
bc9a972f-4901-4708-80fd-0d614a794dce,2,1.10020637512207,0.018335580825806,0.016250133514404,N
c461dada-bee2-4fa8-881d-f6b8b3e7788a,2,1.1662905216217,0.019071817398071,0.015901565551758,N
2052dd63-c815-440a-81af-b18ab830e717,2,1.20276165008545,0.027751445770264,0.013808965682983,N
9e55ebbd-1d73-4c8a-a97b-808bbb3cd71e,2,1.1022834777832,0.019353628158569,0.026313304901123,N
e108b836-5d6d-41f4-93ae-1ade632d2ac4,2,3.45523810386658,0.026931524276733,0.038556814193726,N
29980f31-fee3-47c9-8304-b8a1386e95aa,2,3.69185256958008,0.025569677352905,0.034373283386231,N
72d95cb4-5a34-44cf-a0fc-ad23950bd53f,2,3.94085097312927,0.025423288345337,0.021261215209961,N
b4faea78-cee6-487d-867a-44a76a97049d,2,3.47900247573853,0.025160074234009,0.021344423294067,N
adb1db5f-10f0-4fce-992b-9b03674d1e4b,2,3.43887162208557,0.036484718322754,0.019984245300293,N
3a48db5c-6899-4758-a734-a96f724ffd16,2,3.56735873222351,0.027354955673218,0.023922920227051,N
3b0e357d-5e20-4fed-968b-454bec964627,2,3.39769291877747,0.02739143371582,0.037115812301636,N
79ad4c60-1b48-42a1-98b2-0b99ccd941ea,2,3.58670997619629,0.026749610900879,0.044919013977051,N
15ef8d32-9df3-426e-8ecb-a57f09802177,2,3.57249402999878,0.036562204360962,0.020615100860596,N
69091375-571b-4860-88f3-b9b44337b5d7,2,3.56347703933716,0.025352001190186,0.021215677261353,N
b5b65c3d-b84d-46f7-8eda-7d71e0a23b7d,2,11.6509642601013,0.034001588821411,0.039904594421387,N
5a7cbc4c-b11a-47a5-bf3c-5b15f5585f14,2,13.9081592559814,0.051155805587769,0.027182102203369,N
78a8e87f-4d12-4a74-b231-956f33d68dd4,2,11.6088581085205,0.034420490264893,0.040503263473511,N
f20cb51d-c49e-4120-9448-36f70cf955df,2,11.6440093517303,0.032482624053955,0.038212060928345,N
8a108419-11dd-4245-ae0c-a54bb99529ae,2,11.6344728469849,0.032989025115967,0.040084600448608,N
9f170450-2210-4586-aaf5-871ea1f110d6,2,12.7681798934937,0.031067371368408,0.023637533187866,N
0b9edb6f-643c-4484-85bc-8686ea3a833c,2,12.5625441074371,0.031381368637085,0.036852598190308,N
9fa8ce2e-64f2-4629-b661-afe79850a7b1,2,13.6939957141876,0.053218126296997,0.028372764587402,N
c3b328d3-5186-46e6-8457-73427ef30471,2,11.3399212360382,0.034651041030884,0.0416100025177,N
f5a90648-46f4-4cc1-8154-2e8b37bbd18f,2,11.442836523056,0.036037921905518,0.043472528457642,N
267ddd82-c501-4c5f-85f1-8d4791bda419,2,34.0951159000397,0.042362213134766,0.067776918411255,N
163d19f2-ba30-4a24-9988-e949ad6b36d8,2,35.4074950218201,0.04604959487915,0.049251794815064,N
d890a3be-de63-445a-bcc3-754dc1959fea,2,34.1055569648743,0.046042442321777,0.056159257888794,N
4e6b45a1-158a-4651-84d2-113ea81a3eab,2,36.7058038711548,0.056851387023926,0.03825855255127,N
ed8ffdbd-5e04-4f2b-a501-7edc475a4186,2,36.2419323921204,0.046477794647217,0.069337606430054,N
bf1a66a5-ad51-4d29-b762-e1e74738003f,2,37.7365825176239,0.05954384803772,0.038925170898438,N
216e75e3-2ff5-4824-8fcb-5423d37c73a5,2,36.9414322376251,0.065877437591553,0.03690505027771,N
6a43ea37-1834-4f8b-ab68-341fa2858617,2,37.249826669693,0.064971685409546,0.034786224365234,N
32b19341-4a2a-44f4-86ca-a094e48507c9,2,39.9841063022613,0.040935516357422,0.045640230178833,N
9bec606c-6906-4d2b-86af-9097cba0de65,2,38.1397438049316,0.039209127426148,0.043831586837769,N
d91ec67e-3ff3-42e2-97a5-8f31afd9b6a4,2,114.581028223038,0.090401649475098,0.050144672393799,N
37a2809a-85c2-48fb-8d82-7decc42f3798,2,124.266011714935,0.089242219924927,0.057482957839966,N
78fe238d-8c6e-4ebb-aaa4-8c5742dc7e52,2,116.898641347885,0.060979604721069,0.06081223487854,N
008e2908-2612-4da6-a38f-66e18c011794,2,121.627835273743,0.089629888534546,0.072129011154175,N
83631d68-5f9a-4e9b-8fed-2e46e10b31ad,2,122.992536783218,0.069678068161011,0.043530941009522,N
f37854b5-b1da-4b14-8842-916c679a6adf,2,125.847785234451,0.110665321350098,0.059725761413574,N
499a7f95-26bf-47b8-a756-c8dc90efe74a,2,115.702444314957,0.10588550567627,0.048683166503906,N
25ebd87d-2406-4ccb-b033-40a8301d86d9,2,122.13097858429,0.111438512802124,0.050705909729004,N
dcf4fa71-0233-4b73-a769-f22c03bfb15a,2,132.555369615555,0.098412036895752,0.055063009262085,N
6c03a19a-8892-4acc-97c7-941996ca0a68,2,112.131026268005,0.092961072921753,0.060379981994629,N
--,--,--,--,--,--
--,--,--,--,--,--
4f5c781a-7603-4b0e-957f-a966d539afc7,3,1.35099697113037,0.062445878982544,0.057784080505371,Y
662d86a8-bf50-4e2e-8c54-ee9f09129be5,3,1.36626315116882,0.032435655593872,0.082796096801758,Y
9c13fa9f-9fa5-46a2-9c57-6736782f7fed,3,1.37033247947693,0.032776355743408,0.082973480224609,Y
75a02fa3-6465-400c-a6d8-6f5d2181db54,3,1.3018479347229,0.032616376876831,0.055580854415894,Y
2f3f12ca-4ecb-4cb3-be4c-1cc745482a3f,3,1.33771634101868,0.033310413360596,0.051325798034668,Y
12a1823a-8445-4f36-817e-f50453f8bb8c,3,1.36635494232178,0.031894683837891,0.053116083145142,Y
bc9a972f-4901-4708-80fd-0d614a794dce,3,1.32523679733276,0.03132438659668,0.048897981643677,Y
c461dada-bee2-4fa8-881d-f6b8b3e7788a,3,1.36085820198059,0.033318519592285,0.054754257202149,Y
2052dd63-c815-440a-81af-b18ab830e717,3,1.33170199394226,0.033312320709229,0.057621240615845,Y
9e55ebbd-1d73-4c8a-a97b-808bbb3cd71e,3,1.31757974624634,0.03318190574646,0.056243896484375,Y
e108b836-5d6d-41f4-93ae-1ade632d2ac4,3,4.02377533912659,0.073666572570801,0.077351093292236,Y
29980f31-fee3-47c9-8304-b8a1386e95aa,3,4.39073181152344,0.044072151184082,0.078435659408569,Y
72d95cb4-5a34-44cf-a0fc-ad23950bd53f,3,4.2424430847168,0.044469118118286,0.078867912292481,Y
b4faea78-cee6-487d-867a-44a76a97049d,3,4.92811369895935,0.0433189868927,0.072471857070923,Y
adb1db5f-10f0-4fce-992b-9b03674d1e4b,3,4.11775970458984,0.074591636657715,0.077102184295654,Y
3a48db5c-6899-4758-a734-a96f724ffd16,3,4.04634141921997,0.047084331512451,0.101625919342041,Y
3b0e357d-5e20-4fed-968b-454bec964627,3,4.10602521896362,0.046868801116943,0.09122633934021,Y
79ad4c60-1b48-42a1-98b2-0b99ccd941ea,3,4.15999364852905,0.046408891677857,0.067085266113281,N
15ef8d32-9df3-426e-8ecb-a57f09802177,3,4.10591626167297,0.043147563934326,0.081815958023071,Y
69091375-571b-4860-88f3-b9b44337b5d7,3,4.33941054344177,0.045321941375733,0.075684309005737,Y
b5b65c3d-b84d-46f7-8eda-7d71e0a23b7d,3,13.1595475673676,0.060780286788941,0.080470085144043,N
5a7cbc4c-b11a-47a5-bf3c-5b15f5585f14,3,15.7635319232941,0.060105085372925,0.103001117706299,Y
78a8e87f-4d12-4a74-b231-956f33d68dd4,3,12.6736736297607,0.064324855804443,0.129073619842529,Y
f20cb51d-c49e-4120-9448-36f70cf955df,3,13.2352776527405,0.0582754611969,0.075071334838867,N
8a108419-11dd-4245-ae0c-a54bb99529ae,3,13.7113144397736,0.066484212875366,0.119354248046875,Y
9f170450-2210-4586-aaf5-871ea1f110d6,3,13.6876156330109,0.060259342193604,0.132591009140015,Y
0b9edb6f-643c-4484-85bc-8686ea3a833c,3,13.4179337024689,0.060210466384888,0.082967758178711,N
9fa8ce2e-64f2-4629-b661-afe79850a7b1,3,15.5633597373962,0.062098979949951,0.111562490463257,Y
c3b328d3-5186-46e6-8457-73427ef30471,3,12.8976101875305,0.060921430587769,0.10759973526001,Y
f5a90648-46f4-4cc1-8154-2e8b37bbd18f,3,12.7451214790344,0.06339430809021,0.107704639434814,Y
267ddd82-c501-4c5f-85f1-8d4791bda419,3,40.9012267589569,0.088264226913452,0.122315645217896,Y
163d19f2-ba30-4a24-9988-e949ad6b36d8,3,41.0773561000824,0.093795537948608,0.106223821640015,N
d890a3be-de63-445a-bcc3-754dc1959fea,3,39.9994440078735,0.101743221282959,0.124107837677002,Y
4e6b45a1-158a-4651-84d2-113ea81a3eab,3,39.9973771572113,0.09457278251648,0.103687047958374,N
ed8ffdbd-5e04-4f2b-a501-7edc475a4186,3,41.7667138576508,0.092162847518921,0.139068603515625,Y
bf1a66a5-ad51-4d29-b762-e1e74738003f,3,41.2981886863709,0.088326930999756,0.164061784744263,Y
216e75e3-2ff5-4824-8fcb-5423d37c73a5,3,41.3295724391937,0.090782403945923,0.12129807472229,Y
6a43ea37-1834-4f8b-ab68-341fa2858617,3,41.5940473079681,0.082605123519898,0.099985122680664,N
32b19341-4a2a-44f4-86ca-a094e48507c9,3,43.5134701728821,0.078418493270874,0.123366832733154,N
9bec606c-6906-4d2b-86af-9097cba0de65,3,43.0175344944,0.076492547988892,0.106079339981079,N
d91ec67e-3ff3-42e2-97a5-8f31afd9b6a4,3,126.017768621445,0.148165702819824,0.210609436035156,Y
37a2809a-85c2-48fb-8d82-7decc42f3798,3,134.475280284882,0.181026458740234,0.197091102600098,Y
78fe238d-8c6e-4ebb-aaa4-8c5742dc7e52,3,128.621271133423,0.148461103439331,0.152307748794556,N
008e2908-2612-4da6-a38f-66e18c011794,3,131.269436836243,0.171436786651611,0.169395685195923,Y
83631d68-5f9a-4e9b-8fed-2e46e10b31ad,3,133.241601467133,0.165685176849365,0.150331735610962,N
f37854b5-b1da-4b14-8842-916c679a6adf,3,135.514268636703,0.168751955032349,0.180594682693481,N
499a7f95-26bf-47b8-a756-c8dc90efe74a,3,127.815964221954,0.180183172225952,0.136263847351074,N
25ebd87d-2406-4ccb-b033-40a8301d86d9,3,131.7339823246,0.158004283905029,0.188519239425659,Y
dcf4fa71-0233-4b73-a769-f22c03bfb15a,3,142.254500865936,0.181630373001099,0.186877965927124,N
6c03a19a-8892-4acc-97c7-941996ca0a68,3,127.161393165588,0.178603172302246,0.1533043384552,N
--,--,--,--,--,--
--,--,--,--,--,--
4f5c781a-7603-4b0e-957f-a966d539afc7,4,1.46433877944946,0.055038452148438,3.00298404693604,Y
662d86a8-bf50-4e2e-8c54-ee9f09129be5,4,1.47699570655823,0.055034160614014,3.91232085227966,Y
9c13fa9f-9fa5-46a2-9c57-6736782f7fed,4,1.46194505691528,0.051153659820557,2.98969173431396,Y
75a02fa3-6465-400c-a6d8-6f5d2181db54,4,1.50463676452637,0.052589416503906,4.18671131134033,Y
2f3f12ca-4ecb-4cb3-be4c-1cc745482a3f,4,1.46279072761536,0.055154323577881,4.10742545127869,Y
12a1823a-8445-4f36-817e-f50453f8bb8c,4,1.45215463638306,0.054818153381348,2.36878967285156,Y
bc9a972f-4901-4708-80fd-0d614a794dce,4,1.42349314689636,0.053321361541748,4.51858258247376,Y
c461dada-bee2-4fa8-881d-f6b8b3e7788a,4,1.47993397712708,0.056227207183838,2.84110164642334,Y
2052dd63-c815-440a-81af-b18ab830e717,4,1.44168329238892,0.106971025466919,1.76809239387512,Y
9e55ebbd-1d73-4c8a-a97b-808bbb3cd71e,4,1.4686644077301,0.055135250091553,5.33665585517883,Y
e108b836-5d6d-41f4-93ae-1ade632d2ac4,4,4.42172718048096,0.093062162399292,14.1163852214813,Y
29980f31-fee3-47c9-8304-b8a1386e95aa,4,4.45158219337463,0.082849979400635,4.90168190002441,Y
72d95cb4-5a34-44cf-a0fc-ad23950bd53f,4,4.58965635299683,0.076772689819336,4.27531909942627,Y
b4faea78-cee6-487d-867a-44a76a97049d,4,4.48129820823669,0.157708406448364,13.2578818798065,Y
adb1db5f-10f0-4fce-992b-9b03674d1e4b,4,4.45144486427307,0.091087341308594,11.5420622825623,Y
3a48db5c-6899-4758-a734-a96f724ffd16,4,4.47140574455261,0.09061861038208,10.4860546588898,Y
3b0e357d-5e20-4fed-968b-454bec964627,4,4.45023846626282,0.105511426925659,32.8597486019135,Y
79ad4c60-1b48-42a1-98b2-0b99ccd941ea,4,4.41627907752991,0.090881109237671,8.17415499687195,Y
15ef8d32-9df3-426e-8ecb-a57f09802177,4,4.47527933120728,0.090094089508057,5.56157183647156,Y
69091375-571b-4860-88f3-b9b44337b5d7,4,4.47653007507324,0.100753307342529,6.3514575958252,Y
b5b65c3d-b84d-46f7-8eda-7d71e0a23b7d,4,13.8908922672272,0.135994434356689,12.4541110992432,Y
5a7cbc4c-b11a-47a5-bf3c-5b15f5585f14,4,15.3302915096283,0.136440992355347,4.4558117389679,Y
78a8e87f-4d12-4a74-b231-956f33d68dd4,4,13.6779294013977,0.187271595001221,8.67943906784058,Y
f20cb51d-c49e-4120-9448-36f70cf955df,4,13.8077478408813,0.137736320495606,8.51571702957153,Y
8a108419-11dd-4245-ae0c-a54bb99529ae,4,13.5939214229584,0.218846321105957,7.0491635799408,Y
9f170450-2210-4586-aaf5-871ea1f110d6,4,14.0852422714233,0.117355823516846,7.25692844390869,Y
0b9edb6f-643c-4484-85bc-8686ea3a833c,4,13.9233646392822,0.149794816970825,6.02401614189148,Y
9fa8ce2e-64f2-4629-b661-afe79850a7b1,4,15.5320274829865,0.138330221176147,7.24672031402588,Y
c3b328d3-5186-46e6-8457-73427ef30471,4,14.0194764137268,0.159471273422241,11.918404340744,Y
f5a90648-46f4-4cc1-8154-2e8b37bbd18f,4,13.7377572059631,0.155233144760132,8.43424963951111,Y
267ddd82-c501-4c5f-85f1-8d4791bda419,4,42.913569688797,0.362954139709473,23.7523837089539,Y
163d19f2-ba30-4a24-9988-e949ad6b36d8,4,42.8582646846771,0.481320858001709,37.2794787883759,Y
d890a3be-de63-445a-bcc3-754dc1959fea,4,42.7478437423706,0.557006597518921,110.76925110817,Y
4e6b45a1-158a-4651-84d2-113ea81a3eab,4,42.3295013904572,0.485243320465088,17.5760016441345,Y
ed8ffdbd-5e04-4f2b-a501-7edc475a4186,4,42.3379535675049,0.337030172348022,20.3498919010162,Y
bf1a66a5-ad51-4d29-b762-e1e74738003f,4,43.2596533298492,0.394063711166382,17.5833075046539,Y
216e75e3-2ff5-4824-8fcb-5423d37c73a5,4,42.9121179580689,0.530586719512939,13.2996168136597,Y
6a43ea37-1834-4f8b-ab68-341fa2858617,4,42.6288242340088,0.382543563842773,15.4935147762299,Y
32b19341-4a2a-44f4-86ca-a094e48507c9,4,43.8604648113251,0.216646194458008,14.6612746715546,Y
9bec606c-6906-4d2b-86af-9097cba0de65,4,43.1231892108917,0.336090803146362,12.8414776325226,Y
d91ec67e-3ff3-42e2-97a5-8f31afd9b6a4,4,131.801606893539,1.68554210662842,44.8064470291138,Y
37a2809a-85c2-48fb-8d82-7decc42f3798,4,140.545228481293,1.30040836334229,35.9056510925293,Y
78fe238d-8c6e-4ebb-aaa4-8c5742dc7e52,4,132.221807479858,1.50517749786377,31.6379613876343,Y
008e2908-2612-4da6-a38f-66e18c011794,4,135.785870313644,2.72305989265442,22.6091794967651,Y
83631d68-5f9a-4e9b-8fed-2e46e10b31ad,4,138.134993553162,0.996278762817383,26.4093642234802,Y
f37854b5-b1da-4b14-8842-916c679a6adf,4,141.853525161743,1.46184372901917,22.8590385913849,Y
499a7f95-26bf-47b8-a756-c8dc90efe74a,4,134.627251148224,2.05718374252319,34.5763120651245,Y
25ebd87d-2406-4ccb-b033-40a8301d86d9,4,140.11376953125,1.74961376190186,43.2811748981476,Y
dcf4fa71-0233-4b73-a769-f22c03bfb15a,4,146.254496574402,0.73943305015564,16.0158543586731,Y
6c03a19a-8892-4acc-97c7-941996ca0a68,4,134.324025392532,1.27039456367493,62.6918838024139,Y
--,--,--,--,--,--
--,--,--,--,--,--
